Sounding of        	seconds	height	Temp	Pres	Rh	Vel	Dir
2025-07-07 12:00UTC	1158	6349	-51.5	395.9	83	18.4	351
2025-07-07 12:00UTC	1159	6352	-51.5	395.8	83	18.4	351
2025-07-07 12:00UTC	1160	6356	-51.5	395.6	83	18.4	351
2025-07-07 12:00UTC	1161	6357	-51.5	395.5	83	18.4	351
2025-07-07 12:00UTC	1162	6359	-51.5	395.3	83	18.3	351
2025-07-07 12:00UTC	1163	6362	-51.6	395.1	83	18.3	351
2025-07-07 12:00UTC	1164	6365	-51.6	395.0	83	18.3	351
2025-07-07 12:00UTC	1165	6367	-51.6	394.8	83	18.3	351
2025-07-07 12:00UTC	1166	6370	-51.6	394.7	83	18.3	351
2025-07-07 12:00UTC	1167	6373	-51.6	394.5	83	18.3	351
2025-07-07 12:00UTC	1168	6375	-51.7	394.4	83	18.3	351
2025-07-07 12:00UTC	1169	6378	-51.7	394.2	83	18.3	351
2025-07-07 12:00UTC	1170	6380	-51.7	394.0	83	18.3	351
2025-07-07 12:00UTC	1171	6383	-51.7	393.9	82	18.2	351
2025-07-07 12:00UTC	1172	6386	-51.8	393.7	82	18.2	352
2025-07-07 12:00UTC	1173	6389	-51.8	393.6	81	18.2	352
2025-07-07 12:00UTC	1174	6391	-51.8	393.4	81	18.2	352
2025-07-07 12:00UTC	1175	6394	-51.8	393.2	80	18.2	352
2025-07-07 12:00UTC	1176	6396	-51.8	393.1	80	18.2	352
2025-07-07 12:00UTC	1177	6399	-51.8	392.9	80	18.2	352
2025-07-07 12:00UTC	1178	6401	-51.8	392.8	79	18.2	352
2025-07-07 12:00UTC	1179	6404	-51.8	392.6	80	18.2	353
2025-07-07 12:00UTC	1180	6406	-51.9	392.5	80	18.2	353
2025-07-07 12:00UTC	1181	6409	-51.9	392.3	80	18.2	353
2025-07-07 12:00UTC	1182	6411	-51.9	392.2	81	18.2	353
2025-07-07 12:00UTC	1183	6414	-51.9	392.0	81	18.2	353
2025-07-07 12:00UTC	1184	6416	-51.9	391.9	82	18.2	353
2025-07-07 12:00UTC	1185	6420	-52.0	391.7	83	18.2	354
2025-07-07 12:00UTC	1186	6422	-52.0	391.5	84	18.3	354
2025-07-07 12:00UTC	1187	6424	-52.0	391.4	84	18.3	354
2025-07-07 12:00UTC	1188	6428	-52.0	391.2	85	18.3	354
2025-07-07 12:00UTC	1189	6430	-52.0	391.1	85	18.3	354
2025-07-07 12:00UTC	1190	6432	-52.0	390.9	85	18.4	354
2025-07-07 12:00UTC	1191	6435	-52.0	390.7	86	18.4	354
2025-07-07 12:00UTC	1192	6437	-52.0	390.6	86	18.4	354
2025-07-07 12:00UTC	1193	6440	-52.0	390.4	86	18.5	355
2025-07-07 12:00UTC	1194	6442	-52.0	390.3	85	18.5	355
2025-07-07 12:00UTC	1195	6444	-52.0	390.1	85	18.6	355
2025-07-07 12:00UTC	1196	6447	-52.1	390.0	85	18.6	355
2025-07-07 12:00UTC	1197	6450	-52.1	389.8	85	18.6	355
2025-07-07 12:00UTC	1198	6452	-52.1	389.7	84	18.7	355
2025-07-07 12:00UTC	1199	6455	-52.1	389.5	84	18.7	355
2025-07-07 12:00UTC	1200	6458	-52.0	389.3	84	18.8	354
2025-07-07 12:00UTC	1201	6461	-52.0	389.2	84	18.8	354
2025-07-07 12:00UTC	1202	6463	-52.0	389.0	84	18.8	354
2025-07-07 12:00UTC	1203	6466	-52.0	388.8	84	18.9	354
2025-07-07 12:00UTC	1204	6469	-52.0	388.7	84	18.9	354
2025-07-07 12:00UTC	1205	6473	-52.0	388.5	84	18.9	354
2025-07-07 12:00UTC	1206	6475	-52.0	388.3	84	19.0	354
2025-07-07 12:00UTC	1207	6478	-52.0	388.2	84	19.0	354
2025-07-07 12:00UTC	1208	6480	-52.0	388.0	84	19.0	354
2025-07-07 12:00UTC	1209	6483	-52.0	387.9	84	19.0	354
2025-07-07 12:00UTC	1210	6486	-52.0	387.7	84	19.1	353
2025-07-07 12:00UTC	1211	6488	-52.0	387.6	85	19.1	353
2025-07-07 12:00UTC	1212	6490	-52.0	387.4	85	19.1	353
2025-07-07 12:00UTC	1213	6493	-52.0	387.3	85	19.1	353
2025-07-07 12:00UTC	1214	6495	-52.0	387.1	85	19.1	353
2025-07-07 12:00UTC	1215	6498	-52.0	386.9	86	19.1	353
2025-07-07 12:00UTC	1216	6501	-52.0	386.8	86	19.2	353
2025-07-07 12:00UTC	1217	6503	-52.0	386.6	85	19.2	353
2025-07-07 12:00UTC	1218	6505	-52.0	386.5	85	19.2	352
2025-07-07 12:00UTC	1219	6508	-52.0	386.3	84	19.2	352
2025-07-07 12:00UTC	1220	6511	-52.0	386.2	84	19.2	352
2025-07-07 12:00UTC	1221	6514	-52.0	386.0	83	19.2	352
2025-07-07 12:00UTC	1222	6516	-52.0	385.9	81	19.2	352
2025-07-07 12:00UTC	1223	6519	-51.9	385.7	80	19.2	352
2025-07-07 12:00UTC	1224	6522	-51.9	385.5	79	19.2	352
2025-07-07 12:00UTC	1225	6524	-51.9	385.4	78	19.2	352
2025-07-07 12:00UTC	1226	6527	-51.9	385.2	77	19.3	351
2025-07-07 12:00UTC	1227	6530	-51.9	385.1	77	19.3	351
2025-07-07 12:00UTC	1228	6532	-51.9	384.9	76	19.3	351
2025-07-07 12:00UTC	1229	6535	-51.9	384.8	76	19.3	351
2025-07-07 12:00UTC	1230	6537	-51.9	384.6	76	19.3	351
2025-07-07 12:00UTC	1231	6540	-51.9	384.5	76	19.3	351
2025-07-07 12:00UTC	1232	6543	-51.9	384.3	76	19.3	351
2025-07-07 12:00UTC	1233	6545	-51.9	384.2	76	19.4	351
2025-07-07 12:00UTC	1234	6548	-52.0	384.0	76	19.4	351
2025-07-07 12:00UTC	1235	6550	-52.0	383.9	76	19.4	350
2025-07-07 12:00UTC	1236	6553	-52.0	383.7	76	19.4	350
2025-07-07 12:00UTC	1237	6556	-52.0	383.6	77	19.4	350
2025-07-07 12:00UTC	1238	6556	-52.0	383.4	77	19.5	350
2025-07-07 12:00UTC	1239	6560	-52.0	383.3	77	19.5	350
2025-07-07 12:00UTC	1240	6562	-52.1	383.1	77	19.5	350
2025-07-07 12:00UTC	1241	6566	-52.1	382.9	77	19.5	350
2025-07-07 12:00UTC	1242	6568	-52.1	382.8	78	19.5	349
2025-07-07 12:00UTC	1243	6571	-52.1	382.6	78	19.6	349
2025-07-07 12:00UTC	1244	6574	-52.1	382.5	78	19.6	349
2025-07-07 12:00UTC	1245	6577	-52.2	382.3	78	19.6	349
2025-07-07 12:00UTC	1246	6578	-52.2	382.2	78	19.6	349
2025-07-07 12:00UTC	1247	6581	-52.2	382.0	78	19.6	349
2025-07-07 12:00UTC	1248	6583	-52.2	381.9	78	19.7	349
2025-07-07 12:00UTC	1249	6586	-52.2	381.7	77	19.7	349
2025-07-07 12:00UTC	1250	6588	-52.3	381.6	77	19.7	348
2025-07-07 12:00UTC	1251	6591	-52.3	381.5	77	19.7	348
2025-07-07 12:00UTC	1252	6593	-52.3	381.3	77	19.7	348
2025-07-07 12:00UTC	1253	6596	-52.3	381.2	77	19.8	348
2025-07-07 12:00UTC	1254	6598	-52.3	381.0	76	19.8	348
2025-07-07 12:00UTC	1255	6600	-52.3	380.9	76	19.8	348
2025-07-07 12:00UTC	1256	6604	-52.3	380.7	76	19.8	348
2025-07-07 12:00UTC	1257	6607	-52.3	380.6	76	19.8	348
2025-07-07 12:00UTC	1258	6608	-52.3	380.4	76	19.9	348
2025-07-07 12:00UTC	1259	6611	-52.3	380.3	75	19.9	347
2025-07-07 12:00UTC	1260	6613	-52.4	380.1	75	19.9	347
2025-07-07 12:00UTC	1261	6615	-52.4	380.0	75	19.9	347
2025-07-07 12:00UTC	1262	6618	-52.4	379.8	76	20.0	347
2025-07-07 12:00UTC	1263	6620	-52.4	379.7	76	20.0	347
2025-07-07 12:00UTC	1264	6623	-52.4	379.5	76	20.0	347
2025-07-07 12:00UTC	1265	6626	-52.5	379.4	76	20.0	347
2025-07-07 12:00UTC	1266	6628	-52.5	379.3	76	20.1	347
2025-07-07 12:00UTC	1267	6631	-52.5	379.1	77	20.1	346
2025-07-07 12:00UTC	1268	6633	-52.5	379.0	77	20.1	346
2025-07-07 12:00UTC	1269	6635	-52.5	378.8	77	20.2	346
2025-07-07 12:00UTC	1270	6639	-52.6	378.7	77	20.2	346
2025-07-07 12:00UTC	1271	6641	-52.6	378.5	77	20.2	346
2025-07-07 12:00UTC	1272	6643	-52.6	378.4	77	20.3	346
2025-07-07 12:00UTC	1273	6645	-52.6	378.2	78	20.3	345
2025-07-07 12:00UTC	1274	6648	-52.7	378.1	78	20.3	345
2025-07-07 12:00UTC	1275	6650	-52.7	377.9	78	20.4	345
2025-07-07 12:00UTC	1276	6654	-52.7	377.8	77	20.4	345
2025-07-07 12:00UTC	1277	6656	-52.7	377.6	77	20.4	345
2025-07-07 12:00UTC	1278	6659	-52.7	377.5	77	20.4	345
2025-07-07 12:00UTC	1279	6661	-52.8	377.3	77	20.5	344
2025-07-07 12:00UTC	1280	6664	-52.8	377.1	77	20.5	344
2025-07-07 12:00UTC	1281	6667	-52.8	377.0	76	20.5	344
2025-07-07 12:00UTC	1282	6670	-52.8	376.8	76	20.5	344
2025-07-07 12:00UTC	1283	6672	-52.8	376.7	75	20.5	344
2025-07-07 12:00UTC	1284	6675	-52.9	376.5	75	20.6	344
2025-07-07 12:00UTC	1285	6677	-52.9	376.4	74	20.6	344
2025-07-07 12:00UTC	1286	6680	-52.9	376.2	73	20.6	343
2025-07-07 12:00UTC	1287	6682	-52.9	376.1	72	20.6	343
2025-07-07 12:00UTC	1288	6684	-52.9	376.0	71	20.6	343
2025-07-07 12:00UTC	1289	6686	-52.9	375.8	70	20.6	343
2025-07-07 12:00UTC	1290	6689	-52.9	375.7	69	20.7	343
2025-07-07 12:00UTC	1291	6692	-53.0	375.5	68	20.7	343
2025-07-07 12:00UTC	1292	6694	-53.0	375.4	67	20.7	343
2025-07-07 12:00UTC	1293	6696	-53.0	375.3	66	20.7	343
2025-07-07 12:00UTC	1294	6698	-53.0	375.1	64	20.7	343
2025-07-07 12:00UTC	1295	6702	-53.0	375.0	62	20.7	343
2025-07-07 12:00UTC	1296	6704	-53.0	374.8	61	20.8	343
2025-07-07 12:00UTC	1297	6706	-53.0	374.7	59	20.8	343
2025-07-07 12:00UTC	1298	6709	-53.0	374.5	57	20.8	343
2025-07-07 12:00UTC	1299	6711	-53.0	374.4	55	20.8	343
2025-07-07 12:00UTC	1300	6713	-53.0	374.3	53	20.8	343
2025-07-07 12:00UTC	1301	6716	-53.0	374.1	51	20.9	343
2025-07-07 12:00UTC	1302	6718	-53.0	374.0	50	20.9	343
2025-07-07 12:00UTC	1303	6721	-53.0	373.8	48	20.9	343
2025-07-07 12:00UTC	1304	6723	-53.0	373.7	47	21.0	343
2025-07-07 12:00UTC	1305	6726	-53.0	373.5	46	21.0	343
2025-07-07 12:00UTC	1306	6729	-52.9	373.4	45	21.0	343
2025-07-07 12:00UTC	1307	6731	-52.9	373.3	44	21.0	343
2025-07-07 12:00UTC	1308	6734	-53.0	373.1	44	21.1	343
2025-07-07 12:00UTC	1309	6735	-53.0	373.0	44	21.1	343
2025-07-07 12:00UTC	1310	6738	-53.0	372.8	43	21.2	343
2025-07-07 12:00UTC	1311	6741	-53.0	372.7	43	21.2	343
2025-07-07 12:00UTC	1312	6744	-53.0	372.5	43	21.2	343
2025-07-07 12:00UTC	1313	6745	-53.0	372.4	42	21.3	343
2025-07-07 12:00UTC	1314	6748	-53.0	372.3	42	21.3	343
2025-07-07 12:00UTC	1315	6750	-53.0	372.1	41	21.3	343
2025-07-07 12:00UTC	1316	6753	-53.0	372.0	41	21.4	343
2025-07-07 12:00UTC	1317	6755	-53.0	371.8	40	21.4	343
2025-07-07 12:00UTC	1318	6759	-53.0	371.7	39	21.5	343
2025-07-07 12:00UTC	1319	6760	-53.0	371.5	38	21.5	343
2025-07-07 12:00UTC	1320	6763	-53.0	371.4	37	21.5	343
2025-07-07 12:00UTC	1321	6766	-53.0	371.2	36	21.6	343
2025-07-07 12:00UTC	1322	6768	-53.0	371.1	35	21.6	343
2025-07-07 12:00UTC	1323	6771	-53.0	370.9	34	21.7	343
2025-07-07 12:00UTC	1324	6773	-53.0	370.8	33	21.7	343
2025-07-07 12:00UTC	1325	6776	-53.0	370.6	32	21.8	342
2025-07-07 12:00UTC	1326	6780	-53.0	370.5	31	21.8	342
2025-07-07 12:00UTC	1327	6782	-53.0	370.3	30	21.9	342
2025-07-07 12:00UTC	1328	6785	-53.0	370.1	29	21.9	342
2025-07-07 12:00UTC	1329	6788	-53.0	370.0	28	22.0	342
2025-07-07 12:00UTC	1330	6791	-53.0	369.8	27	22.1	342
2025-07-07 12:00UTC	1331	6793	-53.0	369.7	27	22.1	342
2025-07-07 12:00UTC	1332	6796	-53.0	369.5	26	22.2	342
2025-07-07 12:00UTC	1333	6798	-53.0	369.4	25	22.2	342
2025-07-07 12:00UTC	1334	6801	-53.0	369.2	24	22.3	342
2025-07-07 12:00UTC	1335	6804	-53.1	369.0	24	22.4	342
2025-07-07 12:00UTC	1336	6807	-53.1	368.9	23	22.4	342
2025-07-07 12:00UTC	1337	6809	-53.1	368.7	23	22.5	342
2025-07-07 12:00UTC	1338	6812	-53.1	368.6	22	22.5	342
2025-07-07 12:00UTC	1339	6814	-53.1	368.4	22	22.6	342
2025-07-07 12:00UTC	1340	6817	-53.1	368.3	22	22.6	342
2025-07-07 12:00UTC	1341	6820	-53.1	368.1	21	22.7	342
2025-07-07 12:00UTC	1342	6822	-53.2	368.0	21	22.7	342
2025-07-07 12:00UTC	1343	6825	-53.2	367.8	21	22.8	343
2025-07-07 12:00UTC	1344	6828	-53.2	367.7	21	22.8	343
2025-07-07 12:00UTC	1345	6831	-53.2	367.5	21	22.9	343
2025-07-07 12:00UTC	1346	6833	-53.2	367.4	20	22.9	343
2025-07-07 12:00UTC	1347	6835	-53.2	367.2	20	22.9	343
2025-07-07 12:00UTC	1348	6838	-53.2	367.1	20	22.9	343
2025-07-07 12:00UTC	1349	6841	-53.3	366.9	20	23.0	343
2025-07-07 12:00UTC	1350	6844	-53.3	366.8	19	23.0	343
2025-07-07 12:00UTC	1351	6846	-53.3	366.6	19	23.0	343
2025-07-07 12:00UTC	1352	6849	-53.3	366.5	19	23.0	343
2025-07-07 12:00UTC	1353	6851	-53.3	366.3	18	23.0	344
2025-07-07 12:00UTC	1354	6854	-53.3	366.2	18	23.0	344
2025-07-07 12:00UTC	1355	6857	-53.4	366.1	17	22.9	344
2025-07-07 12:00UTC	1356	6860	-53.4	365.9	17	22.9	344
2025-07-07 12:00UTC	1357	6862	-53.4	365.8	16	22.9	344
2025-07-07 12:00UTC	1358	6864	-53.4	365.6	15	22.9	344
2025-07-07 12:00UTC	1359	6866	-53.4	365.5	15	22.8	345
2025-07-07 12:00UTC	1360	6869	-53.4	365.3	14	22.8	345
2025-07-07 12:00UTC	1361	6872	-53.4	365.2	13	22.8	345
2025-07-07 12:00UTC	1362	6875	-53.4	365.0	13	22.7	345
2025-07-07 12:00UTC	1363	6878	-53.4	364.9	12	22.7	345
2025-07-07 12:00UTC	1364	6880	-53.4	364.7	12	22.7	345
2025-07-07 12:00UTC	1365	6883	-53.4	364.5	12	22.6	345
2025-07-07 12:00UTC	1366	6886	-53.4	364.4	12	22.6	346
2025-07-07 12:00UTC	1367	6889	-53.4	364.2	12	22.6	346
2025-07-07 12:00UTC	1368	6892	-53.4	364.1	12	22.5	346
2025-07-07 12:00UTC	1369	6894	-53.4	363.9	12	22.5	346
2025-07-07 12:00UTC	1370	6897	-53.4	363.8	12	22.5	346
2025-07-07 12:00UTC	1371	6899	-53.4	363.6	13	22.5	346
2025-07-07 12:00UTC	1372	6902	-53.4	363.5	13	22.5	346
2025-07-07 12:00UTC	1373	6905	-53.4	363.3	13	22.4	347
2025-07-07 12:00UTC	1374	6907	-53.4	363.2	14	22.4	347
2025-07-07 12:00UTC	1375	6910	-53.4	363.0	14	22.4	347
2025-07-07 12:00UTC	1376	6913	-53.4	362.9	14	22.4	347
2025-07-07 12:00UTC	1377	6915	-53.4	362.7	15	22.4	347
2025-07-07 12:00UTC	1378	6918	-53.4	362.5	15	22.4	347
2025-07-07 12:00UTC	1379	6921	-53.4	362.4	15	22.4	347
2025-07-07 12:00UTC	1380	6924	-53.4	362.2	16	22.4	347
2025-07-07 12:00UTC	1381	6927	-53.4	362.1	16	22.5	347
2025-07-07 12:00UTC	1382	6930	-53.4	361.9	16	22.5	347
2025-07-07 12:00UTC	1383	6933	-53.4	361.8	16	22.5	347
2025-07-07 12:00UTC	1384	6935	-53.4	361.6	17	22.5	347
2025-07-07 12:00UTC	1385	6938	-53.4	361.5	17	22.6	347
2025-07-07 12:00UTC	1386	6940	-53.4	361.3	17	22.6	347
2025-07-07 12:00UTC	1387	6943	-53.5	361.1	17	22.7	347
2025-07-07 12:00UTC	1388	6946	-53.5	361.0	17	22.7	347
2025-07-07 12:00UTC	1389	6949	-53.5	360.8	17	22.7	347
2025-07-07 12:00UTC	1390	6951	-53.5	360.7	16	22.8	347
2025-07-07 12:00UTC	1391	6955	-53.5	360.5	16	22.8	347
2025-07-07 12:00UTC	1392	6957	-53.6	360.4	16	22.9	347
2025-07-07 12:00UTC	1393	6960	-53.6	360.2	16	22.9	347
2025-07-07 12:00UTC	1394	6962	-53.6	360.1	16	23.0	347
2025-07-07 12:00UTC	1395	6965	-53.6	359.9	16	23.0	347
2025-07-07 12:00UTC	1396	6968	-53.7	359.7	16	23.1	347
2025-07-07 12:00UTC	1397	6971	-53.7	359.6	16	23.1	347
2025-07-07 12:00UTC	1398	6974	-53.7	359.4	16	23.2	347
2025-07-07 12:00UTC	1399	6977	-53.7	359.3	16	23.2	347
2025-07-07 12:00UTC	1400	6979	-53.8	359.1	15	23.3	347
2025-07-07 12:00UTC	1401	6982	-53.8	359.0	15	23.4	346
2025-07-07 12:00UTC	1402	6985	-53.8	358.8	15	23.4	346
2025-07-07 12:00UTC	1403	6988	-53.8	358.7	15	23.5	346
2025-07-07 12:00UTC	1404	6990	-53.8	358.5	15	23.5	346
2025-07-07 12:00UTC	1405	6993	-53.8	358.4	15	23.6	346
2025-07-07 12:00UTC	1406	6996	-53.8	358.2	15	23.6	346
2025-07-07 12:00UTC	1407	6999	-53.8	358.0	15	23.7	346
2025-07-07 12:00UTC	1408	7002	-53.8	357.9	15	23.7	346
2025-07-07 12:00UTC	1409	7004	-53.9	357.7	14	23.7	346
2025-07-07 12:00UTC	1410	7007	-53.9	357.6	14	23.8	346
2025-07-07 12:00UTC	1411	7009	-53.9	357.4	14	23.8	346
2025-07-07 12:00UTC	1412	7012	-53.9	357.3	14	23.9	346
2025-07-07 12:00UTC	1413	7015	-53.9	357.1	14	23.9	346
2025-07-07 12:00UTC	1414	7018	-53.9	357.0	14	23.9	346
2025-07-07 12:00UTC	1415	7022	-54.0	356.8	14	24.0	346
2025-07-07 12:00UTC	1416	7024	-54.0	356.7	14	24.0	346
2025-07-07 12:00UTC	1417	7026	-54.0	356.5	14	24.0	346
2025-07-07 12:00UTC	1418	7029	-54.0	356.4	14	24.1	346
2025-07-07 12:00UTC	1419	7032	-54.1	356.2	14	24.1	346
2025-07-07 12:00UTC	1420	7034	-54.1	356.1	14	24.1	346
2025-07-07 12:00UTC	1421	7036	-54.1	355.9	14	24.2	346
2025-07-07 12:00UTC	1422	7040	-54.1	355.8	14	24.2	346
2025-07-07 12:00UTC	1423	7043	-54.2	355.6	14	24.2	346
2025-07-07 12:00UTC	1424	7046	-54.2	355.5	14	24.2	346
2025-07-07 12:00UTC	1425	7048	-54.2	355.3	14	24.3	346
2025-07-07 12:00UTC	1426	7050	-54.2	355.2	14	24.3	346
2025-07-07 12:00UTC	1427	7053	-54.3	355.0	14	24.3	346
2025-07-07 12:00UTC	1428	7056	-54.3	354.9	14	24.3	346
2025-07-07 12:00UTC	1429	7059	-54.3	354.7	14	24.3	347
2025-07-07 12:00UTC	1430	7062	-54.3	354.6	13	24.4	347
2025-07-07 12:00UTC	1431	7064	-54.4	354.4	13	24.4	347
2025-07-07 12:00UTC	1432	7067	-54.4	354.3	13	24.4	347
2025-07-07 12:00UTC	1433	7069	-54.4	354.1	13	24.4	347
2025-07-07 12:00UTC	1434	7071	-54.4	354.0	12	24.4	347
2025-07-07 12:00UTC	1435	7074	-54.4	353.8	12	24.5	347
2025-07-07 12:00UTC	1436	7077	-54.4	353.7	12	24.5	347
2025-07-07 12:00UTC	1437	7080	-54.4	353.5	11	24.5	347
2025-07-07 12:00UTC	1438	7082	-54.4	353.4	11	24.5	347
2025-07-07 12:00UTC	1439	7085	-54.4	353.3	11	24.5	347
2025-07-07 12:00UTC	1440	7088	-54.4	353.1	11	24.6	347
2025-07-07 12:00UTC	1441	7090	-54.4	353.0	10	24.6	346
2025-07-07 12:00UTC	1442	7093	-54.3	352.8	10	24.6	346
2025-07-07 12:00UTC	1443	7096	-54.3	352.7	10	24.6	346
2025-07-07 12:00UTC	1444	7099	-54.3	352.5	10	24.7	346
2025-07-07 12:00UTC	1445	7102	-54.3	352.3	10	24.7	346
2025-07-07 12:00UTC	1446	7104	-54.3	352.2	10	24.7	346
2025-07-07 12:00UTC	1447	7107	-54.3	352.0	10	24.8	346
2025-07-07 12:00UTC	1448	7110	-54.3	351.9	10	24.8	346
2025-07-07 12:00UTC	1449	7113	-54.3	351.8	10	24.8	346
2025-07-07 12:00UTC	1450	7114	-54.4	351.6	10	24.8	346
2025-07-07 12:00UTC	1451	7117	-54.4	351.5	10	24.9	345
2025-07-07 12:00UTC	1452	7120	-54.4	351.3	10	24.9	345
2025-07-07 12:00UTC	1453	7123	-54.4	351.2	10	24.9	345
2025-07-07 12:00UTC	1454	7126	-54.4	351.0	10	25.0	345
2025-07-07 12:00UTC	1455	7128	-54.4	350.9	10	25.0	345
2025-07-07 12:00UTC	1456	7131	-54.4	350.7	10	25.0	345
2025-07-07 12:00UTC	1457	7133	-54.4	350.6	10	25.1	345
2025-07-07 12:00UTC	1458	7136	-54.4	350.4	10	25.1	345
2025-07-07 12:00UTC	1459	7139	-54.4	350.3	10	25.1	344
2025-07-07 12:00UTC	1460	7142	-54.4	350.1	10	25.2	344
2025-07-07 12:00UTC	1461	7144	-54.4	350.0	10	25.2	344
2025-07-07 12:00UTC	1462	7147	-54.4	349.8	10	25.3	344
2025-07-07 12:00UTC	1463	7150	-54.5	349.7	10	25.3	344
2025-07-07 12:00UTC	1464	7153	-54.5	349.5	10	25.3	344
2025-07-07 12:00UTC	1465	7156	-54.5	349.4	10	25.4	344
2025-07-07 12:00UTC	1466	7159	-54.5	349.2	10	25.4	344
2025-07-07 12:00UTC	1467	7161	-54.5	349.1	10	25.4	343
2025-07-07 12:00UTC	1468	7164	-54.5	348.9	10	25.5	343
2025-07-07 12:00UTC	1469	7167	-54.5	348.8	10	25.5	343
2025-07-07 12:00UTC	1470	7170	-54.6	348.6	10	25.6	343
2025-07-07 12:00UTC	1471	7172	-54.6	348.5	10	25.6	343
2025-07-07 12:00UTC	1472	7175	-54.6	348.3	10	25.7	343
2025-07-07 12:00UTC	1473	7178	-54.6	348.2	10	25.7	343
2025-07-07 12:00UTC	1474	7181	-54.6	348.0	10	25.7	343
2025-07-07 12:00UTC	1475	7184	-54.6	347.9	10	25.8	343
2025-07-07 12:00UTC	1476	7186	-54.7	347.7	10	25.8	343
2025-07-07 12:00UTC	1477	7189	-54.7	347.6	10	25.9	343
2025-07-07 12:00UTC	1478	7192	-54.7	347.4	10	25.9	342
2025-07-07 12:00UTC	1479	7194	-54.7	347.3	11	26.0	342
2025-07-07 12:00UTC	1480	7198	-54.7	347.1	11	26.0	342
2025-07-07 12:00UTC	1481	7200	-54.7	347.0	11	26.0	342
2025-07-07 12:00UTC	1482	7203	-54.8	346.8	11	26.1	342
2025-07-07 12:00UTC	1483	7206	-54.8	346.7	11	26.1	342
2025-07-07 12:00UTC	1484	7208	-54.8	346.5	11	26.2	342
2025-07-07 12:00UTC	1485	7211	-54.8	346.4	11	26.2	342
2025-07-07 12:00UTC	1486	7214	-54.8	346.2	11	26.3	342
2025-07-07 12:00UTC	1487	7217	-54.8	346.0	11	26.3	342
2025-07-07 12:00UTC	1488	7220	-54.8	345.9	11	26.3	342
2025-07-07 12:00UTC	1489	7223	-54.8	345.7	11	26.4	342
2025-07-07 12:00UTC	1490	7226	-54.8	345.6	11	26.4	342
2025-07-07 12:00UTC	1491	7228	-54.8	345.4	11	26.5	341
2025-07-07 12:00UTC	1492	7232	-54.8	345.2	10	26.5	341
2025-07-07 12:00UTC	1493	7235	-54.8	345.1	10	26.5	341
2025-07-07 12:00UTC	1494	7238	-54.8	344.9	10	26.6	341
2025-07-07 12:00UTC	1495	7241	-54.8	344.8	10	26.6	341
2025-07-07 12:00UTC	1496	7243	-54.8	344.6	10	26.7	341
2025-07-07 12:00UTC	1497	7246	-54.9	344.5	10	26.7	341
2025-07-07 12:00UTC	1498	7248	-54.9	344.3	10	26.7	341
2025-07-07 12:00UTC	1499	7251	-54.9	344.2	9	26.8	341
2025-07-07 12:00UTC	1500	7254	-54.9	344.0	9	26.8	341
2025-07-07 12:00UTC	1501	7257	-55.0	343.9	9	26.8	341
2025-07-07 12:00UTC	1502	7260	-55.0	343.7	9	26.9	341
2025-07-07 12:00UTC	1503	7263	-55.0	343.6	9	26.9	340
2025-07-07 12:00UTC	1504	7265	-55.0	343.4	9	26.9	340
2025-07-07 12:00UTC	1505	7268	-55.0	343.3	9	27.0	340
2025-07-07 12:00UTC	1506	7271	-55.1	343.1	9	27.0	340
2025-07-07 12:00UTC	1507	7274	-55.1	343.0	9	27.0	340
2025-07-07 12:00UTC	1508	7277	-55.1	342.8	9	27.0	340
2025-07-07 12:00UTC	1509	7280	-55.1	342.7	9	27.0	340
2025-07-07 12:00UTC	1510	7283	-55.1	342.5	9	27.1	340
2025-07-07 12:00UTC	1511	7285	-55.1	342.4	9	27.1	340
2025-07-07 12:00UTC	1512	7287	-55.2	342.2	9	27.1	340
2025-07-07 12:00UTC	1513	7290	-55.2	342.1	9	27.1	339
2025-07-07 12:00UTC	1514	7293	-55.2	342.0	9	27.1	339
2025-07-07 12:00UTC	1515	7296	-55.2	341.8	9	27.1	339
2025-07-07 12:00UTC	1516	7299	-55.3	341.7	9	27.1	339
2025-07-07 12:00UTC	1517	7301	-55.3	341.6	9	27.1	339
2025-07-07 12:00UTC	1518	7303	-55.3	341.4	9	27.1	339
2025-07-07 12:00UTC	1519	7305	-55.3	341.3	9	27.1	339
2025-07-07 12:00UTC	1520	7307	-55.3	341.2	9	27.1	339
2025-07-07 12:00UTC	1521	7310	-55.3	341.0	9	27.1	339
2025-07-07 12:00UTC	1522	7313	-55.4	340.9	9	27.1	338
2025-07-07 12:00UTC	1523	7316	-55.4	340.7	9	27.1	338
2025-07-07 12:00UTC	1524	7319	-55.4	340.6	9	27.1	338
2025-07-07 12:00UTC	1525	7321	-55.4	340.4	9	27.1	338
2025-07-07 12:00UTC	1526	7324	-55.4	340.3	9	27.1	338
2025-07-07 12:00UTC	1527	7327	-55.4	340.1	9	27.1	338
2025-07-07 12:00UTC	1528	7329	-55.4	340.0	9	27.1	338
2025-07-07 12:00UTC	1529	7332	-55.4	339.9	9	27.1	338
2025-07-07 12:00UTC	1530	7335	-55.5	339.7	9	27.1	338
2025-07-07 12:00UTC	1531	7337	-55.5	339.6	9	27.1	338
2025-07-07 12:00UTC	1532	7340	-55.5	339.5	9	27.1	338
2025-07-07 12:00UTC	1533	7342	-55.5	339.3	9	27.1	337
2025-07-07 12:00UTC	1534	7345	-55.5	339.2	9	27.1	337
